2426,"Senior Manager, Talent Acquisition - Hitachi Consulting",Management Consulting
2428,Director,Human Resources
2432,Teacher Assistant,Consumer Services
2433,Public Relations and Media Intern,Civic & Social Organization
2440,Managing Director,Management Consulting
2446,Talent Acquisition,Information Technology and Services
2461,source talent,Computer Software
2495,Manager - Strategic Pharmacy Initiatives,Hospital & Health Care
2496,Founder and Executive Producer,Media Production
2497,"Founder, Principal Consultant",Information Technology and Services
2505,Manager- Recruitment,Information Technology and Services
2552,"Demand Generation, Lead Generation, Online Marketing Manager, Salesforce Integration",Marketing and Advertising
2553,"Senior Demand Generation / Lead Generation Consultant - Marketo, Eloqua, Salesforce",Marketing and Advertising
2554,Senior Resourcing Specialist,Staffing and Recruiting
2570,Regional Manager,Staffing and Recruiting
2571,Recruiting Specialist,Computer Software
2647,Lead Talent Acquisition Specialist - Perficient East Division,Computer Software
2648,Adjunct Professor - Human Resources/Project Management,Higher Education
2658,"Industry Marketing Director, Energy & Utilities/ Smart Cities",Semiconductors
2661,CEO at Self Employed,Staffing and Recruiting
2676,"President, CEO, COO",Media Production
2677,President/Creative Director/Executive Producer,Marketing and Advertising
2678,President / Executive Producer / Creative Director,Think Tanks
2679,"Founder and Creator of ""The Art of Active Networking""",Professional Training & Coaching
2727,Owner,Management Consulting
2737,Senior Business Objects Consultant,Pharmaceuticals
2742,Global Employee Referral Program Lead,Management Consulting
2745,Director-West Coast,Staffing and Recruiting
2763,Executive in Residence (EIR),Management Consulting
2764,CEO - International Business Consultant,Management Consulting
2765,LinkedIn Networking Optimization & Business Development Consultant,Management Consulting
2766,ISV Account Executive,Internet
2777,Vice President,Management Consulting
2785,Major Accounts District Manager,Human Resources
2791,"Director, Quality",Defense & Space
2792,Principal,Defense & Space
2803,Senior Sourcing/ Procurement Consultant (On Contract),Management Consulting
2813,Talent Recruiting,Staffing and Recruiting
2814,Program Manager,Computer Software
2815,Talent Acquisition Consultant,Human Resources
2905,Recruiter,Internet
2910,Recruitment Manager,Staffing and Recruiting
2918,Team Lead-US Recruitment,Information Technology and Services
2921,APAC Master Principal Architect - Big Data & Data Science,Information Technology and Services
2922,Program Manager,Internet
2931,Sr. Executive - HR Services,Information Technology and Services
2992,"Executive Recruiter for CRM, Risk & Marketing Analytics jobs",Staffing and Recruiting
2999,MSGL Advisory Board Member,Human Resources
3000,"Director, Human Resources and Administration",Biotechnology
3487,Director- Talent Acquisition,Computer Software
3488,Sr.Analyst,Information Technology and Services
3501,Manager - HR and Operations.,Outsourcing/Offshoring
3502,Senior Manager at PwC,Accounting
3505,HR,Information Technology and Services
3507,HR @ handygo,Computer Software
3509,Account Lead,Staffing and Recruiting
3510,Account Lead,Human Resources
3521,Recruitment Consultant Level 5,Human Resources
3522,Recruitment Consultant Level 5,Human Resources
3523,Recruitment Consultant Level 5,Human Resources
3528,test,Internet
3532,HR Professional,Human Resources
3539,"HR, Talent Acquisition Specialist",Information Technology and Services
3540,HR Executive- Client Management (on behalf of Comtel Technologies),Telecommunications
3546,IT Business Analyst,Information Technology and Services
3548,Deputy Manager HR,"Leisure, Travel & Tourism"
3549,HR  Coordinator,Gambling & Casinos
3553,Project Lead,Information Technology and Services
3561,Product Analyst,Information Technology and Services
3571,Cofounder,Staffing and Recruiting
3909,Project Engineer,Information Technology and Services
3917,Account Manager,Human Resources
3939,Software Engineer,Information Technology and Services
3970,Mobile UI / UX designer,Design
3979,Product Specialist - YouTube Movies & Television,Internet
3986,Associate Consultant,Information Technology and Services
4017,Assistant System Engineer,Information Technology and Services
4031,Sr. QA Engineer,Information Technology and Services
4057,CEO,Education Management
4071,PR Specialist,Computer Software
4079,Senior Software Enginer,Telecommunications
4120,Asst.Prof & Head Computer Science & Engineering Dept,Professional Training & Coaching
4157,Software Engineer,Internet
4177,Scientific Officer,Computer Software
4994,"Sr. Director Global Market Enablement, SAP Startup Focus",Computer Software
5000,"Vice President - Information, Media & Entertainment",Outsourcing/Offshoring
5013,"Director, Recruiting - Japan",Internet
5036,Project Manager,Information Technology and Services
5041,Advisor,E-Learning
5042,Board of Directors,Information Technology and Services
5043,Co-Founder,Civic & Social Organization
5044,CEO and Co-Founder,Internet
5045,Consultant / Planning & Evaluation Department,Nonprofit Organization Management
5059,Executive Chairman/Hall of Fame Inductee,Information Technology and Services
5071,Vice President,Information Technology and Services
5088,Practice Head - Cloud Computing,Information Technology and Services
5092,Account Executive,Information Technology and Services
5119,Nerd Herder & Reality Bender / Lead Engineering Sourcer (recruitment),Computer Software
5144,Senior Recruiter,Computer Software
5155,"Program Manager, Managed Print Services",Consumer Electronics
5167,Recruiting Manager,Staffing and Recruiting
5168,"VP, Vendor Partnerships",Computer Software
5171,Sr. Recruiter,Information Technology and Services
5205,Senior Project Manager,Information Technology and Services
5215,Co-Founder & Managing Partner,Staffing and Recruiting
5223,"Senior Manager, New Product Development, Enterprise Growth",Financial Services
5253,Staffing Consultant,Human Resources
5258,Chief Marketing Brain,Marketing and Advertising
5261,Investment Director,Venture Capital & Private Equity
5264,Board Member,Computer Software
5265,Investor,Information Technology and Services
5266,Investor,Internet
5267,Managing Director,Venture Capital & Private Equity
5268,Board Observer,Computer Software
5269,Investor,Internet
5270,Investor,Computer Software
5271,Advisor,Computer Software
5275,Director of Strategic Alliances,Internet
5288,Head of Operations & Process Transformation ANZ,Management Consulting
5291,Director,Venture Capital & Private Equity
5296,Engineering Manager,Human Resources
5309,Senior Product Manager,Internet
5310,CIO Advisory,Accounting
5389,Change Management and Leadership Facilitation SME,Management Consulting
5409,Founding Partner,Financial Services
5412,Chairman,Staffing and Recruiting
5413,Chairman,Management Consulting
5419,Vice President,Venture Capital & Private Equity
5427,Program Manager - Business Success Enablement,Information Technology and Services
5437,Manager,Management Consulting
5455,Director of Talent Acquisition,Internet
5457,Program Management Assistant,International Affairs
5463,Co-Founder,Education Management
5464,Vice President Product,Computer Software
5467,"Partner, Front Office / Mobile Solutions, Financial Services",Information Technology and Services
5474,Board Member,Human Resources
5475,"CEO, Founder",Human Resources
5476,Board Member,Human Resources
5477,Vice President,Information Technology and Services
5523,Head HR,Telecommunications
5549,"Managing Director, Global Operations",Information Technology and Services
5554,Investment Director,Venture Capital & Private Equity
5560,Advisor/Investor/Board,Internet
5561,Founder and President,Internet
5562,Managing Partner,Investment Management
5563,Founding and Mananging  Partner,Financial Services
5564,Founder and President,Internet
5565,Human Capital Management Application Sales Manager,Information Technology and Services
5568,"Co-Founder, Managing Partner",Staffing and Recruiting
5575,CEO,Information Technology and Services
5594,Lead Technical Consultant,Computer Software
5602,"Vice President, Business Development",Human Resources
5603,Founder and CEO,Marketing and Advertising
5604,Chief Marketing Officer,Information Technology and Services
5620,Senior Consultant,Computer Software
5631,Sr.Network Design Engineer,Aviation & Aerospace
5637,Chartered Accountant,Accounting
5638,Associate,Venture Capital & Private Equity
5643,Senior Manager/Director,Management Consulting
5657,Principal Analyst,Staffing and Recruiting
5658,Editor: HRExaminer,Staffing and Recruiting
5659,CEO,Staffing and Recruiting
5668,Young Global Leader,Nonprofit Organization Management
5669,Director and Secretary,Nonprofit Organization Management
5670,Founder & CEO,Internet
5681,Product and Engagement Manager,Internet
5709,Co-Founder,Internet
5716,Project Engineer,Construction
5717,Project Engineer,Construction
5727,Strategic Account Director - Global Accounts,Information Technology and Services
5734,Executive Assistant,Information Technology and Services
5737,CEO,Computer Software
5738,Treasurer,Computer Software
5937,Software Test Lead,Oil & Energy
5938,Business Systems Analyst,Pharmaceuticals
5939,Application Specialist - SAP Security,Chemicals
5940,Investment Research,Financial Services
5941,Performance Test Lead,Information Technology and Services
5942,Director of Photography,Entertainment
5943,Business and System Integration Analyst,Management Consulting
5944,Technology Lead,Information Technology and Services
5945,Consultant (Contractor),Internet
5946,Team Leader,Marketing and Advertising
5947,IT Analyst,Information Technology and Services
5948,Lead Engineer,Gambling & Casinos
5949,Senior Tech Lead,Information Technology and Services
5950,Owner and Founder,Apparel & Fashion
5951,International Operations,"Leisure, Travel & Tourism"
5952,International Operations,"Leisure, Travel & Tourism"
5953,Associate - Real Estate Finance,Real Estate
5954,Graduate Student at UT Arlington,Higher Education
5955,Assistant Manager II,Banking
5956,Consultant,Information Technology and Services
5957,Software engineer,Electrical/Electronic Manufacturing
5958,Software Engineer,Information Technology and Services
5959,"Web Developer, Project Manager",Internet
5960,Lead software engineer,Oil & Energy
5961,Assistant Professor,Higher Education
5962,AVP,Financial Services
5963,Graduate Assistant,Higher Education
5964,Team Lead,Management Consulting
5965,Team Lead,Management Consulting
5966,Senior Software Engineering Manager,Computer Software
5967,MBA Student,Higher Education
5968,Senior Consultant,Information Technology and Services
5969,Lead Architect,Financial Services
5970,dot net developer,Computer Software
5971,Placement Coordination and Technology Evangelist,Education Management
5972,Strategist - Products,Information Technology and Services
5973,Analyst,Financial Services
5974,Sr. Abap Consultant,Information Technology and Services
5975,"Manager, People Strategy",Human Resources
5976,Software developer,Computer Software
5977,Lead Software Engg,Oil & Energy
5978,Release consultant,Financial Services
5979,Assistant Manager,Sports
5980,Sr. QA Engineer,Utilities
5981,System Architect in Test,Oil & Energy
5982,Summer Associate,Management Consulting
5983,Lead Software Engineer,Information Technology and Services
5984,Lead Software Engineer,Computer Software
5985,Lead Software Engineer,Electrical/Electronic Manufacturing
5986,insurance advisor,Insurance
5987,insurance agent,Consumer Services
5988,Java Developer,Information Technology and Services
5989,Advisory Consultant - Supply Chain and Operations,Logistics and Supply Chain
5990,Lead Software Engineer,Oil & Energy
5991,Sr. Software Engineer,Information Technology and Services
5992,System Test Team Lead,Oil & Energy
5993,HR Partner,Information Technology and Services
5994,Sr. AC,Computer Software
5995,Quality Manager ( Sr. Engineering Manager),Computer Software
5996,Hotels & Resorts,Hospitality
5997,Consultant,Information Technology and Services
5998,Software Technical Leader,Utilities
5999,Associate,Financial Services
6000,Sr. Associate,Information Technology and Services
6001,Software Engineer,Information Technology and Services
6002,Partner,Information Technology and Services
6003,Partner,Information Technology and Services
6004,Manager,Accounting
6005,Manager,Banking
6006,Associate,Financial Services
6007,Associate Partner,Human Resources
6008,edp,Information Technology and Services
6009,Owner,Photography
6010,Software Designer,Computer Software
6011,Senior Associate Consultant - Presales,Information Technology and Services
6012,Senior Software Engineer,Information Technology and Services
6013,Quality Analyst,Information Technology and Services
6014,Consultant,Information Technology and Services
6015,IT Analyst,Information Technology and Services
6016,Corporate - Account Manager,Human Resources
6017,Senior Consultant,Information Technology and Services
6018,Senior Software Manager,Computer Software
6019,Senior Software Manager,Computer Software
6020,Sr. Consultant,Management Consulting
6021,Graduate Research Assistant,Higher Education
6022,Front End Web Developer,"Leisure, Travel & Tourism"
6023,STUDENT,Higher Education
6024,"Assistant Manager, Information Technology",Legal Services
6025,Business Consultant,Management Consulting
6026,Team Leader,Computer Software
6027,Computer Science Researcher,Research
6028,Software Engineer,Oil & Energy
6029,Lead Software Engineer,Computer Software
6030,Software Engineer,Oil & Energy
6031,Post Graduate Student - Currently Pursuing MBA -Marketing,Education Management
6032,Technology Analyst,Information Technology and Services
6033,Java Developer,"Leisure, Travel & Tourism"
6034,Advanced Lead Engineer,Oil & Energy
6035,Senior Manager,Financial Services
6036,Microelectronics Packaging Engineer,Semiconductors
6037,Gestionnaire Administratif et Financier,Sporting Goods
6038,AM,Telecommunications
6039,ASSOCIATE CONSULTANT,Information Technology and Services
6040,Senior Software Engineer,Investment Banking
6041,Astt.Professor,Education Management
6042,Senior Technical Associate,Information Technology and Services
6043,Web Application Tester,Computer Software
6044,Assistant Brand Manager - Sunfeast YiPPee!,Consumer Goods
6045,Graduate Student MSCS,Higher Education
6046,Software Engineer,Oil & Energy
6047,Application Developer,Computer Software
6048,Business Analyst,Information Technology and Services
6049,E-commerce Channel Executive,Marketing and Advertising
6050,Program Manager,Information Technology and Services
6051,Domain Consultant,Information Technology and Services
6052,Asst Dir,Nonprofit Organization Management
6053,Software Engineer,Renewables & Environment
6054,Developer,Banking
6055,LIC of INDIA,Insurance
6056,SIES Graduate School of Technology,Education Management
6057,Service,Farming
6058,Manager,Financial Services
6059,Techical Verification and Validation Lead,Information Technology and Services
6060,Currently working as Software Consultant,Computer Software
6061,Senior Manager- Multinational Business - Corporate Banking,Banking
6062,IT Specialist,Information Technology and Services
6063,Web Application Developer,Information Technology and Services
6064,Technology Analyst,Investment Banking
6065,Lead Software Engineer,Oil & Energy
6066,SAP consultant,Management Consulting
6067,Owner,Sports
6068,Owner,Sports
6069,Recruiting Professional,Staffing and Recruiting
6070,"Engineering Manager, Embedded System",Electrical/Electronic Manufacturing
6071,Digital Tech. Analyst Intern,Information Technology and Services
6072,Technical Consultant,Computer Software
6073,Lead Software Engineer,Oil & Energy
6074,Software Engineer,Electrical/Electronic Manufacturing
6075,Software Engineer,Information Technology and Services
6076,Project Manager,Information Technology and Services
6077,Proposal Editor,Information Technology and Services
6078,Analytics Consultant,Marketing and Advertising
6079,Senior Software Manager,Information Technology and Services
6080,ITA,Information Technology and Services
6081,Lead Software Eng.,Oil & Energy
6082,Software Development Advisor,Information Technology and Services
6083,Technical Lead,Consumer Electronics
6084,Lead Software Engineer (Scrum Master),Electrical/Electronic Manufacturing
6085,"Technical Lead, V&V",Computer Software
6086,Lead Engineer,Computer Software
6087,Associate,Financial Services
6088,Operations & Program Manager,Oil & Energy
6089,IT Infrastructure Lead,Information Technology and Services
6090,SAP Portal Implementation Specialist,Information Technology and Services
6091,Project Manager,Information Technology and Services
6092,SAP Solution Manager Expert,Information Technology and Services
6093,SAP Solution Architect,Information Technology and Services
6094,Sr Consultant SAP Basis,Information Technology and Services
6095,Technology Lead,Information Technology and Services
6096,Senior Specialist,Information Technology and Services
6097,Assistant Marketing Manager,Hospitality
6098,Graduate Research Assistant,Higher Education
6099,Technical Consultant,Banking
6100,Software Engineer,Utilities
6101,Technical Evangelist,Computer Software
6102,SAP HCM Lead Functional Consultant,Information Technology and Services
6103,Application Architect,Oil & Energy
6104,Lead Software Engineer,Oil & Energy
6105,Six Sigma Black Belt,Banking
6106,Technical Support Lead,Information Technology and Services
6107,Technical Support Engineer,Financial Services
6108,Websphere Technical Subject Matter Expert,Information Technology and Services
6109,Career Manager,Human Resources
6110,Lead Software Engineer,Computer Software
6111,"Consultant, Business Excellence",Management Consulting
6112,Group Account Manager / Regional Business Head (East/West Zones),Computer Software
6113,Technology Analyst,Information Technology and Services
6114,Lead Business Analyst,Computer Software
6115,Game Producer/Manager - Projects and Business Development,Information Technology and Services
6116,Technical Director,Internet
6117,Senior Software Engineer,Entertainment
6118,Release Manager @ Cisco,Information Technology and Services
6119,Advanced Software Engineer in Test,Electrical/Electronic Manufacturing
6120,Software Architect,Computer Software
6121,Software Architect,Computer Software
6122,Software Architect,Information Technology and Services
6123,Software Architect,Computer Software
6124,"Global Product Manager, Controls and Electronics",Machinery
6125,Technology Lead,Information Technology and Services
7081,A.S.E.,Information Technology and Services
7085,Site Engineer,Construction
7099,Assistant Professor,Research
7101,SME : integration engineer,Information Technology and Services
7107,Assistant Manager,Mining & Metals
7111,Manager SME Business,Management Consulting
7113,Web developer,Computer Software
7128,Digital Ad operation,Information Technology and Services
7129,Associate,Information Technology and Services
7140,Trainee Software Engineer,Information Technology and Services
7141,Consultant in Enterprise Solutions,Information Technology and Services
7144,Software Engineer,Mechanical or Industrial Engineering
7145,Software Engineer,Mechanical or Industrial Engineering
7148,Relationship Manager,Capital Markets
7149,Associate Consultant,Accounting
7154,Engineer-Projects & BD,Utilities
7155,Embedded System Engineer,Electrical/Electronic Manufacturing
7168,Java Programmer,Computer Software
7170,Trainee,Computer Software
7176,SMT( MIS Controller),Government Relations
7178,Software Sales Executive,Computer Software
7181,buisness,Insurance
7182,buisness,Insurance
7183,buisness,Insurance
7199,Software Engineer,Computer Software
7206,Manager Recruitment,Information Technology and Services
7208,Programmer Analyst,Information Technology and Services
7219,COMPUTER SOFTWARE PROFESSIONAL,-1
7221,software engg,Information Technology and Services
7225,Patent Engineer,Legal Services
7231,Embedded Hardware & Signal Integrity Enginner,Automotive
7246,Red Hat Certified Engineer,Information Technology and Services
7247,RED HAT CERTIFIED ENGINEER,Computer & Network Security
7248,Technical Support Engineer L2 at Innovazion,Market Research
7251,6 week Industrial Training,Information Technology and Services
7252,Assistant System Engineer,Information Technology and Services
7258,Senior Software Engineer,Information Technology and Services
7260,AMTS-L3,Information Technology and Services
7263,Programming SME,Telecommunications
7266,studying,Electrical/Electronic Manufacturing
7267,Sr Manager Training & Placement,Professional Training & Coaching
7268,developer,Computer Software
7269,developer,Computer Software
7270,developer,Computer Software
7271,software developer,Computer Software
7279,probationary officer,Computer Software
7284,Assistant Systems Engineer,Computer Software
7286,Programmer Analyst,Information Technology and Services
7290,Programmer analyst,Information Technology and Services
7298,Soft Ware Engineer,Information Technology and Services
7299,Lead- Talent Acquisition,Information Technology and Services
7311,Senior Management Trainee,Computer Software
7312,Technical Head,Information Technology and Services
7313,Software Developer,Information Technology and Services
7318,M-Tech,Computer Software
7319,Business Development Executive,Computer Software
7320,Software Engineer Trainee,Internet
7321,Associate Software Developer,Information Technology and Services
7322,Associate Software Engineer,Hospital & Health Care
7326,Software Development Engineer,Semiconductors
7329,Associate System Engineer,Information Technology and Services
7330,Software Engineeer,Telecommunications
7335,Assistant Systems Engineer,Information Technology and Services
7336,QA,Information Technology and Services
7337,Application Developer,Information Technology and Services
7338,Senior Software Engineer,Internet
7339,Graphic Designer,Graphic Design
7340,Freelance Writer,Graphic Design
7341,Media Planner,Graphic Design
7342,BPO Call Center,Human Resources
7344,Assistant Director,Information Technology and Services
7346,Assistant Team Lead,Information Technology and Services
7352,Teaching Assistant,Research
7370,software developer,Information Technology and Services
7372,QA,Computer Software
7379,Assistant system engineer,Information Technology and Services
7381,Business Development Manager,Information Technology and Services
7388,M.tech (network & internet engg.),Research
7389,software developer,Telecommunications
7390,Software Developer,Telecommunications
7393,Project Engineer,Oil & Energy
7873,Manager CEO,Automotive
7874,Inside Sales Representative,Information Technology and Services
7875,Core HR People Advisor for employees at US & Canada,Management Consulting
7876,"Talent Acquisition Manager, Asia Pacific",Information Technology and Services
7877,HR Manager,Management Consulting
7878,CEO,Telecommunications
7879,Responsable Administrativa - Contadora,"Health, Wellness and Fitness"
7880,Analista Sr. de Recursos Humanos,Apparel & Fashion
7881,"Founder, Chairperson and Volunteer",Philanthropy
7882,Member of the Related Party Transactions Working Group,Think Tanks
7883,Associate,Law Practice
7884,Tecnica administrativa,Architecture & Planning
7885,Sourcing Science Specialist,Human Resources
7886,Profesor Regular de las cátedras de Marketing y Emprendedor 21,Education Management
7887,Owner,E-Learning
7888,Intern,Computer Software
7889,HR Develop & Counsel Specialist,Tobacco
7890,HR Mobilizations Lead,Management Consulting
7891,HR Shared Services Manager- Mobilizations Lead,Management Consulting
7892,Global Lead - Social Media,Management Consulting
7893,Online Marketing Consultant,Internet
7894,Analyst - Telecomunication & Technology,Management Consulting
7895,Profesor de Comercialización,Education Management
7896,Directivo,E-Learning
7897,Profesor,Education Management
7898,Analyst at IBM Global Process Services,Information Technology and Services
7899,BPO HR People Advisor,Management Consulting
7900,Marketing,Automotive
7901,Marketing,Automotive
7902,"Contador, Lic. en Administracion",Human Resources
7903,Management Consulting,Management Consulting
7904,CFO,Information Technology and Services
7905,Analista Sr Empleos y Desarrollo,Telecommunications
7906,HR Business Partner,Human Resources
7907,HR Business Partner/People Advisor Lead,Management Consulting
7908,Gerencia Administrativa,Information Technology and Services
7909,HR Manager and Corporative Labour Relations,Food & Beverages
7910,Employer Branding Manager,Luxury Goods & Jewelry
7911,Cordinacióin de Área - Nivel local,Nonprofit Organization Management
7912,Asistente eventual,Nonprofit Organization Management
7913,Voluntarios,Nonprofit Organization Management
7914,Recruitment Marketing Manager,Management Consulting
7915,Analista de Recursos Humanos,Management Consulting
7916,"Fundadora, editora y administradora de Blog",Human Resources
7917,Recruitment Manager,Banking
7918,"Member,Corporate Relations Team",Human Resources
7919,"Manager, Talent & Organization Consulting",Management Consulting
7920,"Member of the Work Group for Training, Development and Employment - Former Coordinator",Nonprofit Organization Management
7921,Professor / Researcher (Psychology Department),Education Management
7922,Founder and HR Consultant,Human Resources
7923,Member of the Editorial Board,Human Resources
7924,Teacher of Organizations Sociology,Education Management
7925,Argentina Learning and Transitions Lead,Management Consulting
7926,Superuser ATAS (Accenture Talent Acquistition System) & Offshore process optimization officer,Management Consulting
7927,Abogado,Judiciary
7928,Senior SAP Recruiter/Sourcing Lead,Management Consulting
7929,Teamlead Recruitment,Management Consulting
7930,Service Delivery Manager,Computer & Network Security
7931,Global HR Shared Services Director,Management Consulting
7932,Global Recruitment Senior Specialist,Management Consulting
7933,CEO Latam,Management Consulting
7934,Managing Director,Human Resources
7935,Decisión Support Center Analyst,Outsourcing/Offshoring
7936,Comprador,Oil & Energy
7937,Senior Specialist,Management Consulting
7938,Senior Financial Analyst,Management Consulting
7939,Recruiting Manager Shared Service Center,Management Consulting
7940,Talent Supply Chain Lead,Management Consulting
7941,Account Assistant,Marketing and Advertising
7942,Branch Manager,Marketing and Advertising
7943,Senior Manager BPO – Human Resources Capability Lead,Management Consulting
7944,Sr. Talent Acquisition Sourcing Partner,Human Resources
7945,"Managing Director, Global Talent Acquisition",Management Consulting
7946,Vice President of Sales,Internet
7947,Owner,"Leisure, Travel & Tourism"
7948,Asistente técnica,Government Administration
7949,HR & Recruitment Professional - Sales & Distribution,Staffing and Recruiting
7950,HR Consultant,Staffing and Recruiting
7951,International Recruiter (contractor),Security and Investigations
7952,"Global Director, Management Consulting Recruitment",Information Technology and Services
7953,Founder,Human Resources
